,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,geo_id,2017_2012_median_income,2017_2012_owner_occupied_housing_units_median_value,2017_2012_median_rent,2017_2012_income_dist,2017_2012_edu_dist,2017_2012_white_pop,2017_2012_other_races,2017_2012_commuters_by_public_transportation,2017_2012_income_per_capita,2017_2012_housing_units,2017_2012_vacant_housing_units,2017_2012_bachelors_degree,2012_2011_median_income,2012_2011_owner_occupied_housing_units_median_value,2012_2011_median_rent,2012_2011_income_dist,2012_2011_white_pop,2012_2011_other_races,2012_2011_commuters_by_public_transportation,2012_2011_income_per_capita,2012_2011_housing_units,2012_2011_vacant_housing_units,2018_2014_EP_POV,2018_2014_EP_UNEMP,2018_2014_EP_SNGPNT,2018_2014_EP_MINRTY,2018_2014_EP_MUNIT,2018_2014_EP_MOBILE,2018_2014_EP_CROWD,gentrified,gentrification_label,lagged_spatial_income,lagged_home_value,lagged_spatial_rent,lagged_income_dist,lagged_white_pop,lagged_other_races,lagged_public_commute,lagged_income_per_capita,lagged_housing_units,lagged_vacant_housing_units,prediction
322,36,081,092900,36081092900,929,Census Tract 929,G5020,S,956919,2446820,+40.7894348,-073.8597684,"POLYGON ((-73.87147499999999 40.787043, -73.871374 40.787271, -73.871225 40.787445, -73.871073 40.787575, -73.87080899999999 40.787897, -73.870795 40.787929, -73.87078699999999 40.787962, -73.870786 40.787996, -73.87079 40.78803, -73.870801 40.788063, -73.870853 40.788206, -73.870892 40.788339, -73.87094999999999 40.78846799999999, -73.870949 40.788607, -73.87096099999999 40.788743, -73.870977 40.788878, -73.870947 40.788954, -73.87097299999999 40.789057, -73.870299 40.790688, -73.87020699999999 40.790909, -73.86711799999999 40.79374199999999, -73.863502 40.797162, -73.863147 40.797497, -73.862965 40.79767, -73.854632 40.799724, -73.853072 40.800113, -73.848901 40.793435, -73.848428 40.79276, -73.847915 40.791734, -73.84749699999999 40.790897, -73.847139 40.790183, -73.846777 40.789459, -73.84652799999999 40.78896599999999, -73.846068 40.78805, -73.84590899999999 40.787728, -73.84568399999999 40.787295, -73.84570599999999 40.786828, -73.845737 40.786, -73.84576 40.785399, -73.84481 40.785369, -73.844866 40.784347, -73.84580799999999 40.784191, -73.84674 40.78417, -73.84763699999999 40.784131, -73.848535 40.784105, -73.84858 40.783218, -73.848668 40.781679, -73.848754 40.78014599999999, -73.84933099999999 40.780141, -73.84952699999999 40.779482, -73.849546 40.779086, -73.849695 40.779173, -73.853252 40.778259, -73.860505 40.778984, -73.86542 40.78497, -73.87163099999999 40.786798, -73.87147499999999 40.787043))",36081092900,-888.8400000000038,473450.0,960.8800000000001,0.05148890901568601,-0.04908129764440372,-1707,4364,972,2611.0,649,-77,443.0,20007.600000000006,38304.000000000015,15.980000000000018,-0.08199056593161458,-927,-1111,0,8961.0,-485,148,-18.6,-8.100000000000001,-10.599999999999998,-0.5,0.0,0.0,1.0999999999999996,False,0,8457.544545454552,33000.22727272728,182.89909090909094,-0.028226023143965853,-1419.0454545454545,-363.909090909091,8.136363636363635,3800.0909090909086,-566.0454545454546,88.13636363636365,0.37905906422101415
323,36,081,091800,36081091800,918,Census Tract 918,G5020,S,1126858,2293626,+40.5685017,-073.8719915,"POLYGON ((-73.885069 40.573749, -73.879222 40.574656, -73.871613 40.578438, -73.87141799999999 40.578535, -73.871212 40.578611, -73.870239 40.57897, -73.869232 40.579342, -73.868425 40.579757, -73.867661 40.580151, -73.86751 40.580229, -73.867374 40.580299, -73.866005 40.581001, -73.86415199999999 40.578069, -73.862883 40.57606, -73.86286799999999 40.576024, -73.86273899999999 40.575842, -73.86337899999999 40.575309, -73.86391499999999 40.57512699999999, -73.863201 40.574127, -73.863615 40.57383, -73.864493 40.573543, -73.865134 40.573439, -73.86653 40.572701, -73.86641999999999 40.57235499999999, -73.86523099999999 40.570452, -73.864542 40.569243, -73.864103 40.569355, -73.86406099999999 40.569282, -73.86308799999999 40.567598, -73.86283299999999 40.566819, -73.861592 40.565636, -73.85771799999999 40.562818, -73.85987399999999 40.561924, -73.86156099999999 40.561315, -73.865672 40.559829, -73.876572 40.555891, -73.87665299999999 40.555877, -73.876941 40.55853, -73.87710799999999 40.559265, -73.879379 40.561837, -73.879648 40.562277, -73.880786 40.564133, -73.881845 40.565964, -73.882047 40.566315, -73.882091 40.566393, -73.882418 40.566972, -73.882746 40.567555, -73.88276999999999 40.567597, -73.882829 40.567724, -73.88313099999999 40.568381, -73.886292 40.573505, -73.885069 40.573749))",36081091800,999.0,999.0,999.0,0.7763697677582415,-0.11923788652517245,-2442,-5025,-159,999.0,-2547,-134,-715.0,24286.58,80509.0,327.58000000000015,0.30913600631079974,-1816,3168,-1417,-1119.0,-596,-144,-1.5,-3.6000000000000014,-12.2,0.20000000000000284,0.0,0.0,-0.6999999999999993,False,0,7541.202500000005,-121906.0,-88.6774999999999,-0.11073822566933864,1045.0,-1357.75,-80.25,14404.25,262.75,-31.0,0.13623818374961527
324,36,081,049500,36081049500,495,Census Tract 495,G5020,S,123282,0,+40.7253841,-073.8904103,"POLYGON ((-73.89497399999999 40.725407, -73.894029 40.72535999999999, -73.89402199999999 40.725192, -73.893681 40.725202, -73.89326799999999 40.725227, -73.892977 40.725261, -73.892663 40.725299, -73.89223799999999 40.72537, -73.891824 40.725464, -73.891564 40.725527, -73.89117399999999 40.72564, -73.89076899999999 40.725783, -73.890579 40.725856, -73.89035299999999 40.725958, -73.890396 40.725963, -73.89071199999999 40.726, -73.890334 40.726166, -73.890309 40.726177, -73.88969899999999 40.726499, -73.88953099999999 40.726601, -73.889196 40.726804, -73.888561 40.727168, -73.888035 40.727471, -73.887942 40.727525, -73.88775 40.72763399999999, -73.88748199999999 40.727758, -73.88720499999999 40.727869, -73.88720499999999 40.727694, -73.887221 40.72752699999999, -73.887241 40.727402, -73.88720000000001 40.726191, -73.88713299999999 40.726142, -73.88709899999999 40.725319, -73.88707699999999 40.724638, -73.888975 40.72482, -73.890175 40.724947, -73.890303 40.724924, -73.891008 40.724616, -73.891817 40.724256, -73.892656 40.723888, -73.89411299999999 40.723214, -73.894336 40.723921, -73.894549 40.72462, -73.894678 40.724999, -73.89484999999999 40.725226, -73.89491 40.72531, -73.89497399999999 40.725407))",36081049500,4980.0199999999895,457052.0,485.26999999999987,-0.0009004134122782559,0.08890362081137673,-2647,-110,215,2077.0,-1104,8,-323.0,-33249.01999999999,-128013.99999999997,-89.7299999999999,-0.2987599074831515,-4062,468,7,-15404.0,-1259,-59,-28.3,2.499999999999999,-1.1,15.399999999999997,-26.800000000000004,0.6,-36.699999999999996,False,0,-2881.6766666666626,56411.333333333336,-12.276666666666586,-0.16897484316088995,269.66666666666674,-21.66666666666663,208.33333333333331,5079.333333333333,215.66666666666663,-14.333333333333332,0.04598141380362054
325,36,081,092200,36081092200,922,Census Tract 922,G5020,S,633290,700664,+40.5732499,-073.8598028,"POLYGON ((-73.86653 40.572701, -73.865134 40.573439, -73.864493 40.573543, -73.863615 40.57383, -73.863201 40.574127, -73.86391499999999 40.57512699999999, -73.86337899999999 40.575309, -73.86273899999999 40.575842, -73.86286799999999 40.576024, -73.862883 40.57606, -73.86415199999999 40.578069, -73.866005 40.581001, -73.865607 40.581205, -73.859492 40.583938, -73.85683899999999 40.579257, -73.856763 40.579177, -73.855937 40.577763, -73.854849 40.575878, -73.855673 40.575602, -73.85649599999999 40.575325, -73.857321 40.575048, -73.85814499999999 40.574771, -73.85896699999999 40.574497, -73.859815 40.574212, -73.85890999999999 40.572579, -73.85839299999999 40.571695, -73.85727299999999 40.569768, -73.856979 40.569184, -73.852065 40.564938, -73.85489699999999 40.563875, -73.857314 40.562985, -73.85771799999999 40.562818, -73.861592 40.565636, -73.86283299999999 40.566819, -73.86308799999999 40.567598, -73.86406099999999 40.569282, -73.864103 40.569355, -73.864542 40.569243, -73.86523099999999 40.570452, -73.86641999999999 40.57235499999999, -73.86653 40.572701))",36081092200,84456.4,446195.0,724.4299999999998,0.5538633114191118,0.11847230840325228,1483,-2151,-437,35698.0,-477,-140,-57.0,16323.220000000001,288709.0,691.5700000000002,-0.18084269656726665,-1374,1011,536,15321.0,-198,-64,0.20000000000000107,-2.0,3.2,-0.7000000000000028,-1.0,0.0,-0.1999999999999993,False,0,-2658.2219999999943,-122455.79999999999,49.12400000000011,-0.07727632438159152,-1812.8000000000002,1060.2,-543.8000000000001,-1791.0,-503.2,-54.400000000000006,0.0015344043641968433
326,36,081,093800,36081093800,938,Census Tract 938,G5020,S,809668,1300951,+40.5797628,-073.8293271,"POLYGON ((-73.840704 40.586087, -73.833507 40.586706, -73.829238 40.587488, -73.82733 40.587801, -73.825249 40.586901, -73.82465599999999 40.585453, -73.824043 40.58562999999999, -73.823289 40.584439, -73.823033 40.583874, -73.822846 40.58356, -73.82259599999999 40.583142, -73.82222999999999 40.582588, -73.821872 40.582048, -73.82154 40.581672, -73.821342 40.581262, -73.82057 40.579829, -73.816715 40.576047, -73.81683199999999 40.576015, -73.81796799999999 40.575716, -73.827139 40.573234, -73.82750899999999 40.573124, -73.83354899999999 40.57132, -73.83556399999999 40.5769, -73.836056 40.577762, -73.83720000000001 40.579812, -73.837515 40.580355, -73.838182 40.581506, -73.83829799999999 40.58176599999999, -73.838752 40.582629, -73.840704 40.586087))",36081093800,-14167.300000000003,-32468.0,-140.42000000000007,-0.2567391512893697,-0.0677118303738809,2995,-5153,693,10294.0,257,-41,-87.0,-5322.799999999996,-48802.0,693.1000000000001,0.0299910977182688,-7222,6250,0,-12539.0,-1069,119,-1.1,0.40000000000000036,-2.3,-2.4000000000000057,0.0,0.0,1.2,False,0,23222.263333333336,-61678.66666666667,329.11666666666673,-0.030558361622749247,-593.3333333333333,-836.3333333333333,-245.3333333333333,10751.666666666666,-686.0,-151.66666666666666,0.2641606226213327
327,36,081,049200,36081049200,492,Census Tract 492,G5020,S,486220,0,+40.7229805,-073.7584947,"POLYGON ((-73.766244 40.726403, -73.765457 40.726474, -73.76504199999999 40.726488, -73.7647 40.726479, -73.764415 40.726441, -73.763897 40.726364, -73.762401 40.726161, -73.762028 40.72611, -73.76178999999999 40.726083, -73.760818 40.725962, -73.75998799999999 40.725879, -73.75947599999999 40.72589199999999, -73.759022 40.725924, -73.75855899999999 40.725969, -73.758016 40.726032, -73.75747799999999 40.72613, -73.757026 40.726246, -73.75688 40.726279, -73.75681899999999 40.726232, -73.75671 40.72617899999999, -73.756028 40.725596, -73.75581 40.725427, -73.75566599999999 40.725319, -73.755481 40.72512, -73.75524399999999 40.724783, -73.75508599999999 40.72449, -73.754969 40.72416, -73.75503399999999 40.724118, -73.755771 40.72364, -73.75491099999999 40.722842, -73.75433099999999 40.722309, -73.753227 40.721284, -73.75233399999999 40.720262, -73.75313299999999 40.719915, -73.75393099999999 40.719572, -73.75474899999999 40.719217, -73.755566 40.718867, -73.756382 40.718516, -73.757257 40.718139, -73.75832699999999 40.719582, -73.759441 40.721063, -73.759997 40.721759, -73.760289 40.722053, -73.760519 40.72226, -73.76085999999999 40.722536, -73.76117499999999 40.722763, -73.76153099999999 40.722992, -73.761956 40.723233, -73.76226199999999 40.723387, -73.762557 40.723521, -73.76479599999999 40.724684, -73.765085 40.724891, -73.76523399999999 40.72501099999999, -73.76557699999999 40.725477, -73.765753 40.725713, -73.76605499999999 40.726124, -73.76616199999999 40.726282, -73.766244 40.726403))",36081049200,-48995.290000000015,61723.0,-265.1600000000001,-0.2479343744753354,0.013462625487971072,-3272,3362,718,-36367.0,-490,4,-510.0,-10488.889999999985,35151.0,224.60000000000014,-0.29863252387208583,-2875,125,105,15123.0,-534,-75,-49.0,-1.6000000000000005,6.8,26.099999999999998,-20.0,0.9,-27.4,False,0,22823.655000000006,-32735.499999999993,167.8950000000001,0.030753151599114056,812.5,-2678.0,-41.0,10304.5,-148.0,147.5,0.5465543375415479
328,36,081,049301,36081049301,493.01,Census Tract 493.01,G5020,S,164136,0,+40.7323708,-073.8942499,"POLYGON ((-73.896029 40.735018, -73.895101 40.735021, -73.89499599999999 40.735015, -73.89476499999999 40.734986, -73.89464099999999 40.734962, -73.89439 40.734894, -73.894246 40.734842, -73.894153 40.734801, -73.89323499999999 40.734561, -73.892326 40.73446999999999, -73.89175 40.734485, -73.892009 40.734054, -73.89206299999999 40.733965, -73.89213099999999 40.733681, -73.892134 40.733636, -73.89233399999999 40.731159, -73.89296899999999 40.73114899999999, -73.893869 40.731147, -73.89381399999999 40.730465, -73.89375799999999 40.729779, -73.893693 40.729208, -73.894503 40.729098, -73.894612 40.729086, -73.895589 40.728965, -73.8956 40.729106, -73.895623 40.729475, -73.895645 40.729699, -73.895652 40.729784, -73.895698 40.73038, -73.895737 40.730815, -73.895763 40.731137, -73.895799 40.731505, -73.89585099999999 40.732175, -73.89591299999999 40.73287699999999, -73.89595899999999 40.733532, -73.895971 40.733688, -73.896017 40.73425599999999, -73.896029 40.735018))",36081049301,-13012.550000000003,336103.0,-79.3900000000001,-0.18258023265862328,0.002538026078069411,-3026,63,556,-1656.0,-1376,-73,-567.0,25639.710000000006,-103775.0,319.8100000000002,0.1434968691298427,2552,-4245,-82,11648.0,189,147,-59.300000000000004,-0.2999999999999998,5.0,26.900000000000002,-30.6,0.5,-36.800000000000004,False,0,-14172.509999999991,-66855.0,-53.06249999999994,-0.18862081906829858,-2673.75,339.25,31.25,-2650.25,-736.0,31.75,0.2211438274469007
329,36,081,049302,36081049302,493.02,Census Tract 493.02,G5020,S,275109,0,+40.7278550,-073.8918030,"POLYGON ((-73.895589 40.728965, -73.894612 40.729086, -73.894503 40.729098, -73.893693 40.729208, -73.89375799999999 40.729779, -73.89381399999999 40.730465, -73.893869 40.731147, -73.89296899999999 40.73114899999999, -73.89233399999999 40.731159, -73.892342 40.730873, -73.892364 40.730399, -73.892403 40.72955899999999, -73.89151799999999 40.728162, -73.89129299999999 40.728277, -73.89116899999999 40.728337, -73.89103899999999 40.72842, -73.89093799999999 40.728503, -73.89082399999999 40.728628, -73.89000799999999 40.72945, -73.889916 40.72954, -73.889808 40.729621, -73.889685 40.729691, -73.88955 40.729747, -73.88940000000001 40.72979, -73.889263 40.72981499999999, -73.88806 40.730087, -73.88755999999999 40.730197, -73.887451 40.729886, -73.887361 40.729571, -73.887289 40.729253, -73.887236 40.728933, -73.88720099999999 40.728612, -73.887198 40.728184, -73.88720099999999 40.728092, -73.887204 40.728011, -73.88720499999999 40.727869, -73.88748199999999 40.727758, -73.88775 40.72763399999999, -73.887942 40.727525, -73.888035 40.727471, -73.888561 40.727168, -73.889196 40.726804, -73.88953099999999 40.726601, -73.88969899999999 40.726499, -73.890309 40.726177, -73.890334 40.726166, -73.89071199999999 40.726, -73.890396 40.725963, -73.89035299999999 40.725958, -73.890579 40.725856, -73.89076899999999 40.725783, -73.89117399999999 40.72564, -73.891564 40.725527, -73.891824 40.725464, -73.89223799999999 40.72537, -73.892663 40.725299, -73.892977 40.725261, -73.89326799999999 40.725227, -73.893681 40.725202, -73.89402199999999 40.725192, -73.894029 40.72535999999999, -73.89497399999999 40.725407, -73.895071 40.725542, -73.895341 40.725921, -73.89541199999999 40.726771, -73.895499 40.727789, -73.895589 40.728965))",36081049302,19224.479999999996,490342.0,621.7399999999999,0.11473179408477235,-0.043984239567328054,-349,-1790,710,10223.0,-849,-120,10.0,-46053.479999999996,-265920.0,-368.4599999999999,-0.41079489848199946,-3532,3105,32,-27351.0,-471,113,2.7,0.2999999999999998,-1.6000000000000005,-0.09999999999999964,-1.0,0.0,-0.4,False,0,5118.745000000006,-24852.499999999996,123.68250000000006,0.01971941226392855,-804.5,-724.75,43.5,-1403.75,-356.0,64.75,0.12163345922287698
330,36,081,059200,36081059200,592,Census Tract 592,G5020,S,226137,0,+40.7012350,-073.7297322,"POLYGON ((-73.73433899999999 40.701766, -73.73432099999999 40.702117, -73.73430399999999 40.702478, -73.73426499999999 40.70321999999999, -73.732315 40.70316, -73.73036999999999 40.703099, -73.727768 40.703021, -73.72737499999999 40.702956, -73.72713899999999 40.703046, -73.72676199999999 40.702768, -73.72674599999999 40.702473, -73.72672799999999 40.702146, -73.72675099999999 40.70208, -73.726783 40.701987, -73.726738 40.701588, -73.726713 40.701448, -73.726654 40.70111199999999, -73.72654399999999 40.698983, -73.726525 40.698258, -73.726511 40.697781, -73.72650899999999 40.697522, -73.72650299999999 40.696886, -73.726595 40.696924, -73.72676299999999 40.696978, -73.72692099999999 40.697018, -73.727037 40.697053, -73.72751599999999 40.697196, -73.727548 40.697909, -73.72761299999999 40.699359, -73.72781599999999 40.699365, -73.728815 40.699391, -73.72979099999999 40.699425, -73.729427 40.700131, -73.730525 40.700167, -73.730485 40.700905, -73.731459 40.700936, -73.732432 40.700963, -73.733419 40.700992, -73.73437799999999 40.701023, -73.73433899999999 40.701766))",36081059200,19771.929999999993,153607.0,999.0,0.09861746722129094,0.006861470302814143,-2537,953,296,1744.0,-902,-85,-418.0,-20155.26999999999,-74955.0,-84.37,0.03693471201250548,-3361,-762,-12,-7334.0,-1454,-59,-10.0,-0.09999999999999964,-1.0,-2.0,-5.299999999999997,0.0,0.8999999999999995,False,0,-2586.207999999996,-60856.2,-11.781999999999933,-0.09478975995096467,-850.2,145.80000000000007,44.4,-4216.000000000001,-145.8,78.20000000000002,0.05603560038227683
331,36,081,049600,36081049600,496,Census Tract 496,G5020,S,273116,0,+40.7169502,-073.7531219,"POLYGON ((-73.756382 40.718516, -73.755566 40.718867, -73.75474899999999 40.719217, -73.75393099999999 40.719572, -73.75313299999999 40.719915, -73.75233399999999 40.720262, -73.75138299999999 40.718988, -73.75072 40.718104, -73.750255 40.717479, -73.749831 40.716613, -73.74962499999999 40.715914, -73.74934499999999 40.715145, -73.75045299999999 40.714879, -73.75132499999999 40.714634, -73.7522 40.714365, -73.75309299999999 40.714096, -73.754037 40.71388, -73.75434899999999 40.71427, -73.754701 40.71471, -73.755889 40.716299, -73.757257 40.718139, -73.756382 40.718516))",36081049600,50428.020000000004,374702.0,752.1999999999999,0.15367329541573282,-0.05799408553405372,-596,-3275,386,13784.0,-1641,-278,122.0,-24939.0,-47564.0,-17.379999999999995,0.19896226367865952,-7148,5955,68,-13994.0,-744,31,-51.6,-1.2000000000000002,5.0,19.1,-33.3,0.0,-39.900000000000006,False,0,-1181.5479999999952,104318.00000000003,123.67600000000007,-0.01508045367978686,1274.2,-57.40000000000001,181.4,-3240.2,1769.2,1311.8,0.013875525236105916
332,36,081,049700,36081049700,497,Census Tract 497,G5020,S,197571,0,+40.7317510,-073.8903723,"POLYGON ((-73.892364 40.730399, -73.892342 40.730873, -73.89233399999999 40.731159, -73.892134 40.733636, -73.89213099999999 40.733681, -73.89206299999999 40.733965, -73.892009 40.734054, -73.89175 40.734485, -73.891385 40.734505, -73.891139 40.734513, -73.888566 40.734592, -73.88852299999999 40.734531, -73.888443 40.733855, -73.888375 40.733205, -73.888307 40.732515, -73.88825299999999 40.731897, -73.888178 40.731195, -73.88811 40.730572, -73.88806 40.730087, -73.889263 40.72981499999999, -73.88940000000001 40.72979, -73.88955 40.729747, -73.889685 40.729691, -73.889808 40.729621, -73.889916 40.72954, -73.89000799999999 40.72945, -73.89082399999999 40.728628, -73.89093799999999 40.728503, -73.89103899999999 40.72842, -73.89116899999999 40.728337, -73.89129299999999 40.728277, -73.89151799999999 40.728162, -73.892403 40.72955899999999, -73.892364 40.730399))",36081049700,61600.0,550977.0,1275.8400000000001,-0.43529034669298805,0.004387785504321798,1065,845,1016,22465.0,337,-156,503.0,-43798.0,-16877.0,-126.71999999999997,0.4781459943512029,-3430,1086,-9,-14494.0,-805,72,-29.400000000000002,-5.700000000000001,-11.5,-53.0,-22.6,6.1,-4.1,False,0,-4551.68833333333,-44287.49999999998,-4.153333333333308,-0.03212388434401246,-718.3333333333331,463.49999999999994,162.16666666666666,-9678.666666666668,1013.1666666666665,1111.1666666666667,0.04767136254309115
333,36,081,049900,36081049900,499,Census Tract 499,G5020,S,462388,0,+40.7311285,-073.8833525,"POLYGON ((-73.888566 40.734592, -73.88770199999999 40.734291, -73.887514 40.734225, -73.886892 40.734099, -73.88548999999999 40.734009, -73.885266 40.734005, -73.885065 40.733982, -73.884838 40.733933, -73.884691 40.733886, -73.88381099999999 40.73356, -73.883529 40.73384799999999, -73.88268099999999 40.733511, -73.88258999999999 40.733478, -73.881709 40.733159, -73.88089699999999 40.732865, -73.880242 40.732596, -73.87922999999999 40.732246, -73.87848 40.731961, -73.878247 40.731873, -73.877506 40.731607, -73.87678199999999 40.731304, -73.87582499999999 40.730947, -73.87558799999999 40.730859, -73.87542599999999 40.730796, -73.875237 40.730724, -73.87558899999999 40.730628, -73.875711 40.730595, -73.87634299999999 40.730399, -73.87707499999999 40.73014, -73.877308 40.730047, -73.87754 40.729955, -73.877965 40.72976999999999, -73.878433 40.729588, -73.878979 40.729375, -73.879723 40.72908899999999, -73.880053 40.728991, -73.88038999999999 40.728905, -73.88073299999999 40.728833, -73.88092999999999 40.7288, -73.88108099999999 40.728774, -73.881433 40.728729, -73.88178599999999 40.728698, -73.88213999999999 40.72868, -73.88393099999999 40.728538, -73.884458 40.728494, -73.884591 40.728483, -73.884902 40.728455, -73.885165 40.728424, -73.88561199999999 40.728342, -73.885882 40.728283, -73.88629 40.72817999999999, -73.886331 40.728168, -73.88663199999999 40.72808, -73.886763 40.728037, -73.886949 40.727979, -73.88720499999999 40.727869, -73.887204 40.728011, -73.88720099999999 40.728092, -73.887198 40.728184, -73.88720099999999 40.728612, -73.887236 40.728933, -73.887289 40.729253, -73.887361 40.729571, -73.887451 40.729886, -73.88755999999999 40.730197, -73.88806 40.730087, -73.88811 40.730572, -73.888178 40.731195, -73.88825299999999 40.731897, -73.888307 40.732515, -73.888375 40.733205, -73.888443 40.733855, -73.88852299999999 40.734531, -73.888566 40.734592))",36081049900,-300.5900000000038,491940.0,920.5000000000001,0.12494159839038163,0.06324593406149479,-3128,4372,1477,-9019.0,-285,-80,184.0,14820.610000000008,123594.00000000003,149.62,0.008376399205535609,-517,-1993,0,11577.0,-853,-155,1.7000000000000002,1.6000000000000005,-0.7000000000000002,-16.0,2.2,-12.2,-2.2,False,0,69.84200000000283,52109.40000000002,82.56400000000008,0.11459448490483258,89.40000000000003,-776.0,118.80000000000001,2781.2000000000007,1308.4,1297.6000000000001,0.1683143514087212
334,36,081,060100,36081060100,601,Census Tract 601,G5020,S,154428,0,+40.7152135,-073.9024125,"POLYGON ((-73.906021 40.715743, -73.90351099999999 40.716072, -73.90163199999999 40.716317, -73.901584 40.716144, -73.899018 40.717382, -73.89820399999999 40.71693, -73.89805799999999 40.716863, -73.89796299999999 40.71681, -73.897818 40.716712, -73.897729 40.71664, -73.897617 40.71653, -73.897502 40.716384, -73.89768699999999 40.71629799999999, -73.897824 40.71623599999999, -73.89860299999999 40.715867, -73.899264 40.715544, -73.8999 40.715233, -73.90087199999999 40.71476, -73.901158 40.714622, -73.902045 40.714197, -73.90285399999999 40.713793, -73.903802 40.713348, -73.90477199999999 40.712866, -73.904895 40.712857, -73.90537599999999 40.712877, -73.90538599999999 40.712922, -73.905563 40.713715, -73.90571 40.714368, -73.90576 40.714588, -73.905868 40.715069, -73.906021 40.715743))",36081060100,33088.69999999999,432105.0,839.1299999999999,0.09280216439167269,-0.1241644865790752,-2635,445,374,14687.0,-1144,-231,63.0,-21717.219999999994,21467.0,67.21000000000004,0.12306690663676247,2098,585,9,-12255.0,1264,192,4.4,-3.0999999999999996,-6.6000000000000005,-2.0999999999999943,-7.199999999999999,0.0,-0.10000000000000053,False,0,5031.144285714292,104464.85714285714,160.24,0.07836093760417245,-1312.1428571428569,847.4285714285716,178.28571428571428,4806.571428571429,-144.57142857142856,6.0,0.05890558716477514
335,36,081,059100,36081059100,591,Census Tract 591,G5020,S,202060,0,+40.7081118,-073.9097807,"POLYGON ((-73.91343499999999 40.70766, -73.912291 40.708782, -73.91117899999999 40.709868, -73.90996299999999 40.711057, -73.909222 40.710621, -73.90848099999999 40.710183, -73.907741 40.709744, -73.907 40.709306, -73.906257 40.708867, -73.907477 40.707677, -73.908012 40.707154, -73.908579 40.706598, -73.907836 40.70616, -73.90898899999999 40.705032, -73.90973 40.705471, -73.910471 40.705908, -73.91121199999999 40.706346, -73.911952 40.706784, -73.912694 40.707223, -73.91343499999999 40.70766))",36081059100,-11954.600000000006,180107.0,172.4799999999998,-0.24046308573007125,-0.09203390526278522,-910,2572,1908,-5215.0,620,119,471.0,26841.62000000001,244041.0,582.3600000000001,0.20550084264713364,165,-355,2,12519.0,-120,-96,-7.5,-6.300000000000001,-0.6,-3.0,1.5,0.0,-6.300000000000001,False,0,-132.35499999999593,67684.50000000001,58.38500000000005,-0.007416203156083101,172.375,-161.375,267.25,3867.125,1110.625,842.375,0.49141169251014416
336,36,081,059300,36081059300,593,Census Tract 593,G5020,S,252144,0,+40.7102080,-073.9026508,"POLYGON ((-73.907 40.709306, -73.90563899999999 40.710643, -73.90509299999999 40.710756, -73.90405299999999 40.711004, -73.904895 40.712857, -73.90477199999999 40.712866, -73.903769 40.712817, -73.902935 40.712786, -73.902243 40.71276, -73.90059599999999 40.712697, -73.90018499999999 40.711904, -73.899855 40.711265, -73.899709 40.710981, -73.899356 40.710323, -73.898905 40.709681, -73.898453 40.70904, -73.901439 40.708323, -73.90365199999999 40.707853, -73.904033 40.707551, -73.904777 40.70799, -73.905517 40.708428, -73.906257 40.708867, -73.907 40.709306))",36081059300,8811.800000000003,155818.99999999994,358.5099999999999,0.13603600023082674,-0.03760056203780818,-963,1252,1282,-3354.0,-7167,-6598,11.0,-3681.6399999999994,258207.00000000006,483.9900000000001,-0.09314976401018142,1386,-929,40,5278.0,7165,6471,-1.3000000000000007,-2.5,-2.3,1.4000000000000057,9.200000000000003,0.0,4.1,False,0,1562.8460000000036,47970.40000000001,222.02800000000005,0.23718338708721093,-2465.4,984.1999999999998,36.6,-2440.000000000001,-731.4,-58.00000000000001,0.43900404516407143
337,36,081,059400,36081059400,594,Census Tract 594,G5020,S,222046,0,+40.6984691,-073.7311844,"POLYGON ((-73.734877 40.697411, -73.73397 40.699151, -73.73347699999999 40.700098, -73.733419 40.700992, -73.732432 40.700963, -73.731459 40.700936, -73.730485 40.700905, -73.730525 40.700167, -73.729427 40.700131, -73.72979099999999 40.699425, -73.728815 40.699391, -73.72781599999999 40.699365, -73.72761299999999 40.699359, -73.727548 40.697909, -73.72751599999999 40.697196, -73.72786599999999 40.697301, -73.72874 40.697569, -73.729646 40.695836, -73.73051699999999 40.69609699999999, -73.73138899999999 40.696359, -73.732264 40.69662, -73.733132 40.696887, -73.734005 40.69715, -73.734877 40.697411))",36081059400,38983.219999999994,-276255.0,658.2399999999999,0.4183055877097837,-0.3153037496585642,-5408,595,-430,636.0,-1948,-122,-649.0,-42239.49999999999,61217.0,-1037.44,-0.6057516892261718,4119,184,734,-13935.0,1672,134,-6.300000000000001,0.39999999999999947,-1.8999999999999986,-19.1,0.3000000000000007,0.0,-2.3000000000000007,False,0,5886.646250000004,33471.5,112.24250000000006,0.021889951926467068,-815.625,689.75,-38.5,2032.5,49.625,85.625,0.03714373249230402
